PairNumber,PairVariance,PairDescription,FilterType,FilterRank,FilterVariance,FilterLatency,TargetSize,Amplitude,N,MeanMT,Ae,We,IDe,TP
2,7,"Medium Variance (~7.0) - Balanced",exponential,9,7.0109,504.11,70.8,177,8,3.5407,326.90,77.72,2.3802,0.6722
2,7,"Medium Variance (~7.0) - Balanced",exponential,9,7.0109,504.11,70.8,233.64000000000001,8,3.5285,421.39,47.47,3.3041,0.9364
2,7,"Medium Variance (~7.0) - Balanced",exponential,9,7.0109,504.11,95.58000000000001,177,8,2.2271,329.40,75.02,2.4305,1.0914
2,7,"Medium Variance (~7.0) - Balanced",exponential,9,7.0109,504.11,95.58000000000001,233.64000000000001,8,2.8910,420.66,91.32,2.4871,0.8603
2,7,"Medium Variance (~7.0) - Balanced",exponential,9,7.0109,504.11,120.36000000000001,177,8,1.7775,329.62,89.79,2.2237,1.2511
2,7,"Medium Variance (~7.0) - Balanced",exponential,9,7.0109,504.11,120.36000000000001,233.64000000000001,8,2.8006,428.04,68.67,2.8547,1.0193
2,7,"Medium Variance (~7.0) - Balanced",oneEuro,27,6.7023,263.16,70.8,177,8,2.4750,325.31,41.96,3.1296,1.2645
2,7,"Medium Variance (~7.0) - Balanced",oneEuro,27,6.7023,263.16,70.8,233.64000000000001,8,2.6557,435.45,40.81,3.5448,1.3348
2,7,"Medium Variance (~7.0) - Balanced",oneEuro,27,6.7023,263.16,95.58000000000001,177,8,1.8820,331.30,82.94,2.3204,1.2329
2,7,"Medium Variance (~7.0) - Balanced",oneEuro,27,6.7023,263.16,95.58000000000001,233.64000000000001,8,2.3497,421.54,59.61,3.0128,1.2822
2,7,"Medium Variance (~7.0) - Balanced",oneEuro,27,6.7023,263.16,120.36000000000001,177,8,1.9305,322.09,117.14,1.9067,0.9877
2,7,"Medium Variance (~7.0) - Balanced",oneEuro,27,6.7023,263.16,120.36000000000001,233.64000000000001,8,2.8334,421.98,83.27,2.6011,0.9180
3,12.5,"Higher Variance (~12.5) - More Responsive",exponential,23,12.5275,290.57,70.8,177,8,2.1574,333.87,44.60,3.0850,1.4300
3,12.5,"Higher Variance (~12.5) - More Responsive",exponential,23,12.5275,290.57,70.8,233.64000000000001,8,3.1058,424.67,45.90,3.3579,1.0812
3,12.5,"Higher Variance (~12.5) - More Responsive",exponential,23,12.5275,290.57,95.58000000000001,177,8,2.1922,329.68,45.79,3.0357,1.3848
3,12.5,"Higher Variance (~12.5) - More Responsive",exponential,23,12.5275,290.57,95.58000000000001,233.64000000000001,8,2.9909,424.51,108.30,2.2985,0.7685
3,12.5,"Higher Variance (~12.5) - More Responsive",exponential,23,12.5275,290.57,120.36000000000001,177,8,1.7112,331.39,80.47,2.3556,1.3766
3,12.5,"Higher Variance (~12.5) - More Responsive",exponential,23,12.5275,290.57,120.36000000000001,233.64000000000001,8,1.9589,427.19,108.98,2.2987,1.1734
3,12.5,"Higher Variance (~12.5) - More Responsive",oneEuro,43,12.5063,255.62,70.8,177,8,2.3416,323.01,59.14,2.6920,1.1496
3,12.5,"Higher Variance (~12.5) - More Responsive",oneEuro,43,12.5063,255.62,70.8,233.64000000000001,8,2.7703,426.53,45.05,3.3878,1.2229
3,12.5,"Higher Variance (~12.5) - More Responsive",oneEuro,43,12.5063,255.62,95.58000000000001,177,8,2.2020,318.75,69.47,2.4823,1.1273
3,12.5,"Higher Variance (~12.5) - More Responsive",oneEuro,43,12.5063,255.62,95.58000000000001,233.64000000000001,8,2.1001,426.07,62.94,2.9577,1.4084
3,12.5,"Higher Variance (~12.5) - More Responsive",oneEuro,43,12.5063,255.62,120.36000000000001,177,8,1.7331,314.49,94.41,2.1147,1.2202
3,12.5,"Higher Variance (~12.5) - More Responsive",oneEuro,43,12.5063,255.62,120.36000000000001,233.64000000000001,8,2.5420,419.67,105.12,2.3197,0.9125
